Card1,Card2,Rule
way_of_the_chameleon,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Chameleon. Remember that + $ can't normally be used on other player's turns."
way_of_the_frog,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Frog. Remember that + Action can't normally be used on other player's turns."
way_of_the_frog,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Frog, whether you are in your Action or in your Night phase. Remember that + Actions can't be used during your Night phase."
way_of_the_goat,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Goat."
way_of_the_goat,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Goat, whether you are in your Action or in your Night phase."
way_of_the_horse,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Horse. Remember that + Action can't normally be used on other player's turns."
way_of_the_horse,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Horse, whether you are in your Action or in your Night phase. Remember that + Actions can't be used during your Night phase."
way_of_the_mole,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Mole. Remember that + Action can't normally be used on other player's turns."
way_of_the_mole,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Mole, whether you are in your Action or in your Night phase. Remember that + Actions can't be used during your Night phase."
way_of_the_monkey,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Monkey. Remember that + $ and + Buy can't normally be used on other player's turns."
way_of_the_mouse,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Mouse. Remember that + $ and + Action can't normally be used on other player's turns."
way_of_the_mouse,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Mouse, whether you are in your Action or in your Night phase. Remember that + Actions can't be used during your Night phase."
way_of_the_mule,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Mule. Remember that + $ and + Action can't normally be used on other player's turns."
way_of_the_otter,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Otter."
way_of_the_otter,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Otter, whether you are in your Action or in your Night phase."
way_of_the_owl,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Owl."
way_of_the_owl,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Owl, whether you are in your Action or in your Night phase."
way_of_the_ox,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Ox. Remember that + Action can't normally be used on other player's turns."
way_of_the_pig,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Pig. Remember that + Action can't normally be used on other player's turns."
way_of_the_pig,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Pig, whether you are in your Action or in your Night phase. Remember that + Actions can't be used during your Night phase."
way_of_the_rat,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Rat."
way_of_the_rat,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Rat, whether you are in your Action or in your Night phase."
way_of_the_seal,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Seal. Remember that + $ can't normally be used on other player's turns."
way_of_the_seal,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Seal, whether you are in your Action or in your Night phase."
way_of_the_sheep,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Sheep. Remember that + $ can't normally be used on other player's turns."
way_of_the_squirrel,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Squirrel."
way_of_the_squirrel,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Squirrel, whether you are in your Action or in your Night phase."
way_of_the_turtle,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Turtle."
way_of_the_turtle,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Turtle, whether you are in your Action or in your Night phase."
way_of_the_worm,weaver,"When you react Weaver on another player's turn, you can still decide to play it as Way of the Worm."
way_of_the_worm,werewolf,"When you play Werewolf, you can still decide to play it as Way of the Worm, whether you are in your Action or in your Night phase."
